Pays,Ville,Année,Mois,Température (°C),Humidité (%),Vent (m/s),Pression (hPa),Score Météo
Cameroon,Bafoussam,2024,5,23.0,76.0,1.5000120000000003,1013.0,80.0
Cameroon,Bafoussam,2024,6,22.658823529411762,77.82352941176471,1.6683140000000003,1012.9411764705883,74.11764705882354
