Pays,Ville,Date,Température (°C),Humidité (%),Pression (hPa),Description,Vent (m/s)
Tajikistan,Dushanbe,2025-04-01 14:30:00,24.1,15,1019.0,Sunny,1.11112
Tajikistan,Dushanbe,2025-04-02 14:00:00,25.3,21,1017.0,Sunny,1.11112
Tajikistan,Dushanbe,2025-04-03 14:00:00,20.1,40,1018.0,Partly cloudy,2.6944660000000002
Tajikistan,Dushanbe,2025-04-04 14:15:00,26.4,30,1017.0,Sunny,1.8889040000000001
Tajikistan,Dushanbe,2025-04-05 14:15:00,19.3,56,1020.0,Partly cloudy,4.111144
Tajikistan,Dushanbe,2025-04-06 14:00:00,26.2,48,1016.0,Partly cloudy,2.0000160000000005
Tajikistan,Dushanbe,2025-04-07 14:00:00,27.0,39,1020.0,Patchy light rain with thunder,1.0000080000000002
Tajikistan,Dushanbe,2025-04-08 14:30:00,28.4,35,1017.0,Partly cloudy,1.8055700000000001
Tajikistan,Dushanbe,2025-04-09 14:15:00,19.2,78,1019.0,Patchy light rain with thunder,1.0000080000000002
Tajikistan,Dushanbe,2025-04-10 14:15:00,20.1,64,1016.0,Sunny,1.3889
Tajikistan,Dushanbe,2025-04-11 14:15:00,26.1,32,1009.0,Sunny,1.11112
Tajikistan,Dushanbe,2025-04-12 14:15:00,28.1,33,1011.0,Sunny,1.0000080000000002
Tajikistan,Dushanbe,2025-04-13 14:00:00,24.2,50,1017.0,Patchy light rain with thunder,5.111152
Tajikistan,Dushanbe,2025-04-14 14:30:00,27.2,39,1022.0,Partly cloudy,1.0000080000000002
Tajikistan,Dushanbe,2025-04-15 14:15:00,27.3,42,1016.0,Sunny,1.3889
Tajikistan,Dushanbe,2025-04-16 14:00:00,21.3,60,1017.0,Patchy light rain with thunder,1.8889040000000001
Tajikistan,Dushanbe,2025-04-17 14:00:00,28.3,37,1008.0,Patchy light rain with thunder,1.0000080000000002
Tajikistan,Dushanbe,2025-04-18 14:15:00,16.1,77,1011.0,Mist,1.8055700000000001
Tajikistan,Dushanbe,2025-04-19 14:00:00,12.3,71,1021.0,Light rain shower,1.0000080000000002
Tajikistan,Dushanbe,2025-04-20 13:45:00,15.2,63,1020.0,Patchy light rain with thunder,1.3055660000000002
Tajikistan,Dushanbe,2025-04-21 14:15:00,19.4,49,1020.0,Partly cloudy,1.11112
Tajikistan,Dushanbe,2025-04-22 14:15:00,22.1,33,1023.0,Sunny,1.3889
Tajikistan,Dushanbe,2025-04-23 14:00:00,23.3,22,1020.0,Sunny,1.11112
Tajikistan,Dushanbe,2025-04-24 14:00:00,25.1,22,1017.0,Sunny,1.5000120000000003
Tajikistan,Dushanbe,2025-04-25 14:15:00,27.2,17,1014.0,Sunny,1.8889040000000001
Tajikistan,Dushanbe,2025-04-26 14:00:00,28.2,23,1017.0,Sunny,1.3055660000000002
Tajikistan,Dushanbe,2025-04-27 13:45:00,31.4,16,1018.0,Sunny,1.0000080000000002
Tajikistan,Dushanbe,2025-04-28 14:30:00,33.2,23,1014.0,Sunny,1.3055660000000002
Tajikistan,Dushanbe,2025-04-29 13:45:00,33.0,24,1014.0,Patchy rain nearby,1.0000080000000002
Tajikistan,Dushanbe,2025-04-30 13:45:00,27.1,42,1017.0,Mist,1.3055660000000002
