Pays,Ville,Année,Mois,Température (°C),Humidité (%),Vent (m/s),Pression (hPa),Score Météo
Georgia,Tbilisi,2024,5,20.176470588235293,58.64705882352941,3.53761,1016.1764705882352,84.11764705882354
Georgia,Tbilisi,2024,6,28.54137931034483,44.10344827586207,5.0316494482758625,1011.7241379310345,78.44827586206897
Georgia,Tbilisi,2024,7,30.075,42.92857142857143,3.571457142857143,1008.6071428571429,77.32142857142857
Georgia,Tbilisi,2024,8,31.458064516129035,35.774193548387096,3.6138281935483874,1010.483870967742,77.09677419354838
Georgia,Tbilisi,2024,9,25.490000000000002,46.2,3.7278076,1016.5,83.83333333333333
Georgia,Tbilisi,2024,10,17.629032258064516,54.645161290322584,2.5869382580645164,1019.2258064516129,82.58064516129032
Georgia,Tbilisi,2024,11,11.156666666666666,59.06666666666667,2.8305782,1021.5666666666667,74.5
Georgia,Tbilisi,2024,12,6.935483870967742,60.935483870967744,2.6684801290322584,1022.4516129032259,76.45161290322581
Georgia,Tbilisi,2025,1,8.706451612903225,51.61290322580645,2.7939291612903228,1023.8387096774194,78.54838709677419
Georgia,Tbilisi,2025,2,6.057142857142857,53.464285714285715,2.581369857142857,1020.3214285714286,75.89285714285714
Georgia,Tbilisi,2025,3,14.983870967741936,42.67741935483871,2.746437741935484,1019.4516129032259,82.25806451612904
Georgia,Tbilisi,2025,4,16.113333333333333,58.3,2.899097266666667,1016.1333333333333,74.83333333333333
Georgia,Tbilisi,2025,5,21.738709677419354,52.903225806451616,3.0654367096774195,1015.1612903225806,83.38709677419355
Georgia,Tbilisi,2025,6,25.456666666666667,44.9,3.9481797333333337,1014.2,88.33333333333333
Georgia,Tbilisi,2025,7,22.52,58.4,3.6000288000000005,1012.4,75.0
