Pays,Ville,Date,Température (°C),Humidité (%),Pression (hPa),Description,Vent (m/s)
China,Beijing,2025-02-01 18:30:00,-0.9,64,1024.0,Partly cloudy,1.3055660000000002
China,Beijing,2025-02-02 18:15:00,0.2,14,1027.0,Clear,4.611148000000001
China,Beijing,2025-02-03 18:30:00,-2.9,23,1029.0,Clear,4.805594000000001
China,Beijing,2025-02-04 18:30:00,1.0,23,1021.0,Clear,6.111160000000001
China,Beijing,2025-02-05 18:30:00,-1.7,17,1020.0,Clear,3.5000280000000004
China,Beijing,2025-02-06 18:30:00,-5.8,16,1030.0,Clear,9.194518
China,Beijing,2025-02-07 18:30:00,-6.0,17,1038.0,Clear,5.305598000000001
China,Beijing,2025-02-08 18:30:00,-1.9,14,1034.0,Clear,2.194462
China,Beijing,2025-02-09 18:30:00,-0.6,18,1026.0,Clear,1.5000120000000003
China,Beijing,2025-02-10 18:30:00,-0.9,24,1021.0,Clear,1.0000080000000002
China,Beijing,2025-02-11 18:15:00,3.3,30,1021.0,Clear,1.0000080000000002
China,Beijing,2025-02-12 18:15:00,5.0,12,1025.0,Clear,4.111144
China,Beijing,2025-02-13 18:15:00,9.2,9,1018.0,Clear,1.8055700000000001
China,Beijing,2025-02-14 18:00:00,11.3,9,1014.0,Clear,1.694458
China,Beijing,2025-02-15 18:15:00,12.1,12,1011.0,Clear,4.194478
China,Beijing,2025-02-16 18:15:00,4.2,14,1025.0,Clear,5.805602
China,Beijing,2025-02-17 18:15:00,2.3,12,1029.0,Clear,1.8055700000000001
China,Beijing,2025-02-18 18:00:00,2.4,16,1030.0,Clear,2.6944660000000002
China,Beijing,2025-02-19 18:15:00,2.2,16,1031.0,Clear,2.0000160000000005
China,Beijing,2025-02-20 18:00:00,5.1,12,1032.0,Clear,2.111128
China,Beijing,2025-02-21 18:00:00,2.1,21,1033.0,Clear,1.611124
China,Beijing,2025-02-22 18:00:00,3.3,13,1035.0,Clear,2.3055740000000005
China,Beijing,2025-02-23 18:00:00,5.1,11,1036.0,Clear,3.111136
China,Beijing,2025-02-24 18:00:00,8.2,9,1026.0,Clear,1.3889
China,Beijing,2025-02-25 18:00:00,9.1,12,1024.0,Sunny,4.111144
China,Beijing,2025-02-26 18:00:00,10.3,14,1017.0,Clear,1.0000080000000002
China,Beijing,2025-02-27 17:45:00,12.3,28,1011.0,Sunny,1.0000080000000002
China,Beijing,2025-02-28 18:00:00,15.0,13,1012.0,Sunny,1.8055700000000001
