Pays,Ville,Date,Température (°C),Humidité (%),Pression (hPa),Description,Vent (m/s)
Cyprus,Nicosia,2025-06-01 11:45:00,25.4,51,1013.0,Partly cloudy,3.0000240000000007
Cyprus,Nicosia,2025-06-02 12:00:00,26.3,48,1016.0,Partly cloudy,1.611124
Cyprus,Nicosia,2025-06-03 12:00:00,29.1,33,1014.0,Sunny,2.111128
Cyprus,Nicosia,2025-06-04 12:00:00,30.3,25,1014.0,Sunny,5.500044000000001
Cyprus,Nicosia,2025-06-05 11:45:00,34.0,22,1014.0,Sunny,2.194462
Cyprus,Nicosia,2025-06-06 12:00:00,33.2,19,1012.0,Sunny,1.8055700000000001
Cyprus,Nicosia,2025-06-07 11:45:00,30.3,62,1011.0,Sunny,1.8889040000000001
Cyprus,Nicosia,2025-06-08 11:45:00,31.2,41,1009.0,Sunny,2.3055740000000005
Cyprus,Nicosia,2025-06-09 12:00:00,31.2,46,1009.0,Sunny,2.3055740000000005
Cyprus,Nicosia,2025-06-10 12:00:00,33.2,32,1008.0,Sunny,1.3889
Cyprus,Nicosia,2025-06-11 11:45:00,33.1,32,1007.0,Sunny,2.50002
Cyprus,Nicosia,2025-06-12 11:45:00,32.3,43,1009.0,Sunny,1.694458
Cyprus,Nicosia,2025-06-13 12:00:00,33.3,41,1009.0,Sunny,1.8055700000000001
Cyprus,Nicosia,2025-06-14 12:00:00,32.3,46,1008.0,Sunny,1.3889
Cyprus,Nicosia,2025-06-15 11:45:00,31.0,52,1008.0,Partly cloudy,2.194462
Cyprus,Nicosia,2025-06-16 12:00:00,31.1,46,1008.0,Sunny,5.00004
Cyprus,Nicosia,2025-06-17 12:00:00,31.3,26,1010.0,Sunny,6.6111640000000005
Cyprus,Nicosia,2025-06-18 12:15:00,33.4,26,1012.0,Sunny,3.6944740000000005
Cyprus,Nicosia,2025-06-19 12:00:00,34.3,19,1011.0,Sunny,2.111128
Cyprus,Nicosia,2025-06-20 12:00:00,37.1,18,1009.0,Sunny,2.6944660000000002
Cyprus,Nicosia,2025-06-21 11:45:00,33.0,39,1009.0,Sunny,1.0000080000000002
Cyprus,Nicosia,2025-06-22 11:30:00,33.2,39,1009.0,Sunny,2.6944660000000002
Cyprus,Nicosia,2025-06-23 12:00:00,33.1,24,1009.0,Sunny,5.500044000000001
Cyprus,Nicosia,2025-06-24 11:45:00,34.1,23,1009.0,Sunny,3.6111400000000002
Cyprus,Nicosia,2025-06-25 12:00:00,36.2,18,1008.0,Sunny,2.111128
Cyprus,Nicosia,2025-06-26 11:45:00,36.1,29,1007.0,Sunny,1.11112
Cyprus,Nicosia,2025-06-27 11:45:00,35.1,30,1006.0,Sunny,2.0000160000000005
Cyprus,Nicosia,2025-06-28 11:30:00,37.0,24,1002.0,Sunny,2.3889080000000003
Cyprus,Nicosia,2025-06-29 11:45:00,36.1,21,1000.0,Sunny,2.0000160000000005
Cyprus,Nicosia,2025-06-30 11:45:00,31.1,27,1006.0,Sunny,5.111152
